
TIPO_TRAMITE_REVOCATORIA_DELEGACIÓN_MODIFICACION_REFORMA_RENUNCIA_Y_SUSTITUCION_DE_PODERES_GENERALES,REVOCATORIA / DELEGACIÓN / MODIFICACION / REFORMA / RENUNCIA Y SUSTITUCION DE PODERES GENERALES,,1
TIPO_TRAMITE_CANCELACIÓN_DE_PROHIBICIONES,CANCELACIÓN DE PROHIBICIONES,,1
TIPO_TRAMITE_MEDIDAS_CAUTELARES_(RETENCION_SECUESTRO),MEDIDAS CAUTELARES (RETENCION / SECUESTRO),,1
TIPO_TRAMITE_ABSORCION,ABSORCION,,1
TIPO_TRAMITE_ACLARATORIA,ACLARATORIA,,1
TIPO_TRAMITE_ADOPCION_NUEVOS_ESTATUTOS,ADOPCION NUEVOS ESTATUTOS,,1
TIPO_TRAMITE_AMPLIACION_(OBJETO_SOCIAL_PLAZO_DE_DURACIÓN_),AMPLIACION (OBJETO SOCIAL / PLAZO DE DURACIÓN ),,1
TIPO_TRAMITE_APERTURA_(DE_AGENCIA_OFICINA_SUCURSAL),APERTURA (DE AGENCIA / OFICINA /SUCURSAL),,1
TIPO_TRAMITE_CALIFICACION_COMO_INSTITUCION_FINANCIERA,CALIFICACION COMO INSTITUCION FINANCIERA,,1
TIPO_TRAMITE_REFORMA,_MODIFICACION_O_CAMBIO_(DENOMINACION_DOMICILIO_OBJETO_SOCIAL),REFORMA, MODIFICACION O CAMBIO (DENOMINACION / DOMICILIO / OBJETO SOCIAL),,1
TIPO_TRAMITE_CANCELACION_DE_COMPAÑÍAS,CANCELACION DE COMPAÑÍAS,,1
TIPO_TRAMITE_CAPITALIZACION_O_DISTRIBUCIÓN_DE_EXCEDENTES,CAPITALIZACION O DISTRIBUCIÓN DE EXCEDENTES,,1
TIPO_TRAMITE_CAPITULACION_MATRIMONIAL,CAPITULACION MATRIMONIAL,,1
TIPO_TRAMITE_CAUCION_PRENDARIA,CAUCION PRENDARIA,,1
TIPO_TRAMITE_CESION_(DE_ACTIVOS_DE_DERECHO_DE_PARTICIPACION),CESION (DE ACTIVOS / DE DERECHO / DE PARTICIPACION),,1
TIPO_TRAMITE_CIERRE_(AGENCIA_OFICINA_SUCURSAL),CIERRE (AGENCIA/OFICINA/SUCURSAL),,1
TIPO_TRAMITE_CODIFICACION_ESTATUTOS,CODIFICACION ESTATUTOS,,1
TIPO_TRAMITE_CONSTITUCION_DE_COMPAÑÍA,CONSTITUCION DE COMPAÑÍA,,1
TIPO_TRAMITE_CONVERSION_DE_CAPITAL,CONVERSION DE CAPITAL,,1
TIPO_TRAMITE_DEMANDA,DEMANDA,,1
TIPO_TRAMITE_DISMINUCION_DE_CAPITAL_SOCIAL,DISMINUCION DE CAPITAL SOCIAL,,1
TIPO_TRAMITE_DISOLUCION_Y_LIQUIDACION_DE_COMPAÑIAS,DISOLUCION Y LIQUIDACION DE COMPAÑIAS,,1
TIPO_TRAMITE_DONACION,DONACION,,1
TIPO_TRAMITE_ELEVACION_DE_VALOR_NOMINAL,ELEVACION DE VALOR NOMINAL,,1
TIPO_TRAMITE_EMANCIPACION_DE_MENOR_ADULTO,EMANCIPACION DE MENOR ADULTO,,1
TIPO_TRAMITE_EMBARGO,EMBARGO,,1
TIPO_TRAMITE_EMISION_DE_OBLIGACIONES,EMISION DE OBLIGACIONES,,1
TIPO_TRAMITE_ESCISION,ESCISION,,1
TIPO_TRAMITE_FIANZA,FIANZA,,1
TIPO_TRAMITE_FIDEICOMISOS,FIDEICOMISOS,,1
TIPO_TRAMITE_FIJACION_DE_CAPITAL_AUTORIZADO,FIJACION DE CAPITAL AUTORIZADO,,1
TIPO_TRAMITE_FUSION,FUSION,,1
TIPO_TRAMITE_INSOLVENCIA_INTERDICCION_INTERVENCION,INSOLVENCIA / INTERDICCION / INTERVENCION,,1
TIPO_TRAMITE_LIQUIDACION_DE_FIDEICOMISO_MERCANTIL,LIQUIDACION DE FIDEICOMISO MERCANTIL,,1
TIPO_TRAMITE_NOVACION,NOVACION,,1
TIPO_TRAMITE_PERMISOS_DE_OPERACIÓN_(DOMICILIACION,_ESTABLECIMIENTO_DE_SUCURSAL_DE_COMPAÑÍA_EXTRANJERA),PERMISOS DE OPERACIÓN (DOMICILIACION, ESTABLECIMIENTO DE SUCURSAL DE COMPAÑÍA EXTRANJERA),,1
TIPO_TRAMITE_RATIFICATORIA_RECTIFICATORIA,RATIFICATORIA / RECTIFICATORIA,,1
TIPO_TRAMITE_RENUNCIA_DE_DERECHOS_HEREDITARIOS_GANANCIALES_REPUDIO_DE_HERENCIA,RENUNCIA DE DERECHOS HEREDITARIOS / GANANCIALES / REPUDIO DE HERENCIA,,1
TIPO_TRAMITE_RESCILIACION,RESCILIACION,,1
TIPO_TRAMITE_SENTENCIA,SENTENCIA,,1
TIPO_TRAMITE_SUBROGACION_DE_DEUDOR,SUBROGACION DE DEUDOR,,1
TIPO_TRAMITE_SUSTITUCION,SUSTITUCION,,1
TIPO_TRAMITE_PRENDA_ESPECIAL_DE_COMERCIO,PRENDA ESPECIAL DE COMERCIO,,1
TIPO_TRAMITE_CANCELACIÓN_DE_CONTRATO_DE_PRENDA_ESPECIAL_DE_COMERCIO,CANCELACIÓN DE CONTRATO DE PRENDA ESPECIAL DE COMERCIO,,1
